-5.8336142142623375,-35.23146400581622
-5.833763,-35.231134
-5.833862231682707,-35.23089313683625
-5.833684788554649,-35.23080194174042
-5.833480662179985,-35.230698006153254
-5.833245850039141,-35.23058200057874
-5.832785564611304,-35.23039961038708
-5.832610789456249,-35.23039156375156
-5.832429343446095,-35.23063430363899
-5.832293258899952,-35.230816693830654
-5.832126488565747,-35.2310446815949
-5.831862324273989,-35.23139202762167
-5.83168888299764,-35.23162269766288
-5.8313273244820065,-35.23209610754144
-5.831041813159936,-35.232476981229546
-5.831559605262788,-35.23180196415544
-5.830951226083,-35.232606626804035
-5.83071641287863,-35.232920445291754
-5.830492272924205,-35.23323694591847
