-5.834447829154354,-35.23008825987196
-5.834683974938454,-35.22974091380324
-5.834489188027684,-35.22953974812637
-5.8342143515864295,-35.229264821701314
-5.834054252626515,-35.22909718363726
-5.833787420914129,-35.22883164494744
-5.833556611389982,-35.22874715536315
-5.83310166284616,-35.22860097497254
-5.832752112697775,-35.22849234550703
-5.832391889016668,-35.228379692728986
-5.832018323491885,-35.228267039949934
-5.831612737775096,-35.228139635021755
-5.8311724634727025,-35.22800016015308
-5.830826914608525,-35.22788884847933
-5.830460018875376,-35.22776814907321
-5.830143821260095,-35.22762733310059
-5.829786264250954,-35.22740068643972
-5.8294513878975724,-35.227183427508706
-5.829120513840847,-35.2269768974157
-5.82877629789509,-35.226748909648585
-5.828429413381109,-35.2265343329282
-5.828018488384648,-35.22627013533974
-5.827942440544569,-35.226137365993004
-5.828003812486495,-35.22598179786955
-5.828073189456249,-35.225819524223546
-5.8281439005896605,-35.225655909473026
-5.828237292639027,-35.22545340269164
-5.828316008782849,-35.225303198986246
-5.828382717370656,-35.225193228416224
-5.828424076694938,-35.22510605662607
-5.828504126983958,-35.22495585292067
-5.828546820466771,-35.22483649461906
-5.828629539080461,-35.22469165533171
-5.828709589346366,-35.224513288434835
-5.8288763606841005,-35.22417935341123
-5.828949740057008,-35.22400098651107
-5.829041797804948,-35.22383468955262
-5.8291191796660184,-35.223660345965996
-5.829196561516415,-35.223481979065845
-5.8292726091865905,-35.22331568210629
-5.829352659361225,-35.22313865631508
-5.829583470621841,-35.2226424476474
-5.829675528263054,-35.222443964179554
-5.831681253889506,-35.21762208940854
